Quarter,Channel,Product_Line,Revenue,Product_Cost,Customer_Service_Cost,Profit
Q1,INT,Credit Products,466,163,39,263
Q1,EML,Other Products,336,420,79,-164
Q1,INT,Fee Based Products,184,166,39,-21
Q3,INT,Deposit Products,182,72,12,98
Q2,BRH,Fee Based Products,517,352,48,117
Q2,INT,Deposit Products,206,114,24,68
Q4,EML,Revolving Credit Products,354,365,44,-56
Q3,CCT,Other Products,241,226,31,-16
Q2,INT,Credit Products,186,182,23,-19
Q2,EML,Revolving Credit Products,763,557,119,87
Q2,EVE,Credit Products,142,97,11,35
Q4,MOP,Deposit Products,145,77,12,56
Q3,EML,Revolving Credit Products,481,482,78,-79
Q2,EML,Deposit Products,176,131,29,16
Q4,ATM,Other Products,158,185,21,-48
Q2,MAL,Other Products,330,155,26,149
Q4,INT,Other Products,278,358,89,-169
Q2,CCT,Credit Products,1335,1074,224,36
Q3,TEL,Deposit Products,451,327,34,90
Q4,CCT,Fee Based Products,245,86,9,150
Q1,TEL,Other Products,143,98,13,32
Q2,DSA,Deposit Products,172,188,45,-61
Q3,BRH,Other Products,627,527,119,-19
Q2,CCT,Third Party Products,146,165,25,-44
Q4,INT,Deposit Products,184,187,22,-24
Q4,INT,Credit Products,1391,594,69,727
Q2,INT,Fee Based Products,189,153,24,12
Q4,BRH,Third Party Products,380,468,90,-178
Q3,EML,Third Party Products,169,135,30,4
Q3,CCT,Revolving Credit Products,302,324,73,-95
Q1,EML,Other Products,336,385,42,-91
Q4,CCT,Revolving Credit Products,498,441,98,-42
Q2,EML,Credit Products,1379,1382,150,-153
Q3,EML,Fee Based Products,203,204,45,-46
Q2,CCT,Other Products,302,148,34,120
Q4,BRH,Third Party Products,403,314,60,29
Q1,BRH,Fee Based Products,283,375,46,-137
Q1,CCT,Credit Products,195,82,19,94
Q4,MOP,Credit Products,176,119,13,44
Q2,ATM,Revolving Credit Products,1288,1029,238,21
Q3,TEL,Deposit Products,331,330,77,-75
Q1,CCT,Revolving Credit Products,270,212,44,14
Q3,INT,Other Products,236,189,30,17
Q4,BRH,Third Party Products,127,47,7,74
Q4,INT,Revolving Credit Products,327,353,44,-71
Q1,MOP,Revolving Credit Products,273,208,23,41
Q2,TEL,Revolving Credit Products,579,299,51,230
Q4,ATM,Third Party Products,509,336,44,129
Q1,TEL,Credit Products,700,790,87,-176
Q4,BRH,Third Party Products,231,212,33,-13
Q1,TEL,Other Products,201,262,30,-91
Q3,MAL,Third Party Products,236,132,31,74
Q3,EML,Other Products,216,203,37,-24
Q4,MAL,Deposit Products,174,78,10,86
Q4,BRH,Credit Products,638,787,151,-301
Q4,MOP,Deposit Products,227,149,26,51
Q1,ATM,Third Party Products,500,380,47,73
Q3,TEL,Credit Products,319,126,14,179
Q2,CCT,Revolving Credit Products,345,240,33,72
Q3,EVE,Credit Products,130,70,14,46
Q2,TEL,Revolving Credit Products,234,93,12,129
Q3,TEL,Revolving Credit Products,249,164,18,67
Q1,CCT,Third Party Products,120,146,18,-43
Q3,BRH,Third Party Products,333,268,37,28
Q4,ATM,Fee Based Products,146,143,14,-11
Q3,MAL,Revolving Credit Products,306,395,61,-150
Q2,MAL,Revolving Credit Products,291,284,58,-51
Q3,BRH,Deposit Products,215,214,23,-21
Q1,BRH,Deposit Products,207,106,14,87
Q3,BRH,Other Products,610,437,75,98
Q2,BRH,Third Party Products,454,319,50,85
Q2,INT,Revolving Credit Products,213,142,19,51
Q4,MAL,Other Products,464,430,62,-27
Q2,INT,Other Products,304,234,58,12
Q1,TEL,Revolving Credit Products,247,283,55,-91
Q2,ATM,Other Products,1354,1576,203,-424
Q3,BRH,Fee Based Products,356,428,85,-157
Q2,MOP,Deposit Products,223,86,11,127
Q2,MAL,Other Products,294,215,50,29
Q2,TEL,Credit Products,319,302,37,-19
Q3,INT,Revolving Credit Products,1060,432,86,542
Q1,BRH,Third Party Products,209,262,52,-105
Q3,MOP,Deposit Products,190,251,37,-98
Q4,BRH,Fee Based Products,469,180,44,245
Q2,INT,Deposit Products,1424,964,182,278
Q1,MOP,Deposit Products,214,127,23,64
Q2,MAL,Fee Based Products,207,118,27,62
Q3,EML,Deposit Products,1565,1980,307,-722
Q1,TEL,Credit Products,270,130,16,123
Q1,BRH,Third Party Products,184,158,24,2
Q1,CCT,Revolving Credit Products,1311,859,154,298
Q1,TEL,Deposit Products,671,383,89,199
Q2,ATM,Deposit Products,489,189,30,270
Q1,TEL,Credit Products,164,199,49,-84
Q2,TEL,Credit Products,788,944,218,-374
Q4,TEL,Credit Products,391,301,35,54
Q2,ATM,Other Products,1006,1299,153,-446
Q3,EML,Credit Products,363,445,55,-137
Q3,EML,Deposit Products,1133,1241,300,-407
Q3,DSA,Revolving Credit Products,205,208,46,-49
Q2,EML,Fee Based Products,229,130,31,69
Q3,MAL,Revolving Credit Products,435,257,64,114
Q1,BRH,Fee Based Products,443,272,40,131
Q2,ATM,Other Products,985,538,71,376
Q1,INT,Credit Products,200,119,19,62
Q4,EML,Credit Products,546,681,115,-249
Q1,BRH,Revolving Credit Products,835,1040,188,-394
Q3,ATM,Deposit Products,170,226,48,-103
Q4,MOP,Credit Products,198,119,14,66
Q1,MAL,Credit Products,457,340,75,43
Q4,MAL,Fee Based Products,319,314,54,-48
Q1,MOP,Deposit Products,146,161,18,-34
Q1,ATM,Deposit Products,504,322,39,142
Q3,DSA,Revolving Credit Products,224,159,20,44
Q4,BRH,Fee Based Products,411,531,61,-181
Q3,MAL,Revolving Credit Products,1865,2101,424,-660
Q4,MAL,Credit Products,382,443,59,-119
Q4,CCT,Other Products,396,487,73,-164
Q2,INT,Revolving Credit Products,457,272,57,129
Q2,INT,Credit Products,324,173,39,112
Q1,MOP,Credit Products,306,312,57,-63
Q1,EVE,Deposit Products,153,150,22,-19
Q1,INT,Credit Products,1575,1652,207,-284
Q3,BRH,Fee Based Products,305,373,90,-158
Q1,EML,Fee Based Products,227,157,39,31
Q4,MOP,Revolving Credit Products,228,156,32,40
Q4,INT,Other Products,272,210,44,19
Q1,INT,Other Products,244,202,48,-6
Q1,EML,Other Products,395,289,70,36
Q3,BRH,Fee Based Products,310,289,64,-43
Q3,EML,Other Products,372,144,34,194
Q2,DSA,Credit Products,264,304,41,-81
Q2,MAL,Revolving Credit Products,274,116,22,136
Q4,CCT,Revolving Credit Products,1758,1129,263,366
Q2,MOP,Deposit Products,187,129,21,37
Q1,MAL,Revolving Credit Products,295,191,41,63
Q2,EML,Revolving Credit Products,242,161,31,49
Q3,MAL,Deposit Products,1259,1358,165,-264
Q4,ATM,Deposit Products,644,364,69,211
Q4,EML,Credit Products,409,368,73,-32
Q3,DSA,Revolving Credit Products,340,387,50,-98
Q1,INT,Deposit Products,1334,1188,171,-25
Q4,INT,Credit Products,2581,1007,121,1453
Q2,BRH,Credit Products,512,273,67,171
Q3,DSA,Credit Products,244,309,54,-120
Q1,EVE,Credit Products,256,107,18,131
Q1,CCT,Revolving Credit Products,1486,1352,192,-59
Q2,BRH,Revolving Credit Products,493,226,40,227
Q4,TEL,Revolving Credit Products,921,1225,239,-543
Q4,BRH,Other Products,611,579,101,-69
Q2,ATM,Credit Products,3781,3609,831,-660
Q4,TEL,Revolving Credit Products,744,569,103,71
Q4,BRH,Fee Based Products,396,140,26,230
Q1,BRH,Deposit Products,217,85,12,120
Q3,ATM,Fee Based Products,808,829,197,-218
Q1,EML,Deposit Products,1033,359,41,633
Q1,ATM,Fee Based Products,634,541,58,35
Q1,TEL,Deposit Products,516,342,80,94
Q1,CCT,Revolving Credit Products,1370,621,152,596
Q3,DSA,Credit Products,269,299,65,-95
Q4,CCT,Fee Based Products,257,162,23,71
Q1,INT,Revolving Credit Products,329,214,52,64
Q1,MAL,Other Products,256,113,12,131
Q1,ATM,Deposit Products,493,207,33,253
Q2,MAL,Credit Products,1655,1257,224,174
Q4,CCT,Other Products,167,214,45,-91
Q2,TEL,Revolving Credit Products,1058,1300,251,-492
Q4,CCT,Third Party Products,196,106,13,76
Q4,DSA,Revolving Credit Products,203,208,21,-26
Q4,BRH,Third Party Products,372,450,77,-155
Q1,INT,Other Products,268,110,25,133
Q2,MOP,Revolving Credit Products,241,232,24,-16
Q1,ATM,Fee Based Products,617,446,94,77
Q2,CCT,Deposit Products,1543,994,131,418
Q4,BRH,Deposit Products,258,212,52,-6
Q2,BRH,Fee Based Products,475,587,78,-190
Q4,MAL,Credit Products,519,548,76,-105
Q1,CCT,Other Products,395,464,114,-183
Q4,EML,Other Products,245,200,36,10
Q4,CCT,Revolving Credit Products,296,127,25,144
Q4,ATM,Third Party Products,580,242,60,278
Q1,CCT,Other Products,392,502,84,-193
Q1,TEL,Revolving Credit Products,289,193,27,69
Q4,DSA,Credit Products,387,135,32,219
Q1,ATM,Deposit Products,4467,5201,655,-1389
Q1,ATM,Revolving Credit Products,1131,502,113,516
Q1,MOP,Credit Products,227,147,36,44
Q1,MAL,Credit Products,428,362,68,-2
Q2,CCT,Other Products,229,250,35,-56
Q3,EML,Revolving Credit Products,1519,1366,214,-61
Q3,TEL,Credit Products,296,119,21,156
Q2,ATM,Deposit Products,619,423,63,133
Q3,EML,Revolving Credit Products,1415,1212,170,33
Q3,ATM,Fee Based Products,759,598,143,18
Q3,ATM,Third Party Products,537,546,59,-68
Q2,BRH,Other Products,640,765,95,-219
Q2,MAL,Credit Products,414,420,71,-77
Q3,ATM,Other Products,1251,1015,204,32
Q4,EML,Revolving Credit Products,1628,708,139,782
Q2,TEL,Deposit Products,536,688,170,-322
Q1,MAL,Credit Products,1462,1084,254,124
Q2,BRH,Revolving Credit Products,2593,2270,400,-77
Q1,ATM,Deposit Products,472,593,119,-240
Q3,BRH,Fee Based Products,247,138,28,81
Q1,EML,Revolving Credit Products,347,439,65,-156
Q4,EML,Fee Based Products,288,368,43,-122
Q3,BRH,Third Party Products,227,226,31,-30
Q3,INT,Deposit Products,1456,1726,393,-663
Q3,EML,Revolving Credit Products,1822,1760,428,-366
Q3,EML,Other Products,358,459,104,-205
Q4,TEL,Revolving Credit Products,246,302,70,-126
Q4,EML,Fee Based Products,261,238,35,-11
Q4,INT,Fee Based Products,242,211,38,-7
Q2,ATM,Credit Products,1336,1644,343,-652
Q4,BRH,Credit Products,3194,2420,283,491
Q1,BRH,Other Products,449,442,90,-83
Q4,ATM,Other Products,1258,1039,135,84
Q2,BRH,Deposit Products,328,333,50,-54
Q2,MAL,Other Products,353,283,38,32
Q3,ATM,Deposit Products,634,278,64,292
Q4,ATM,Third Party Products,611,271,66,274
Q2,MOP,Credit Products,236,263,55,-82
Q3,BRH,Deposit Products,295,314,63,-82
Q4,MAL,Other Products,505,487,111,-92
Q2,INT,Revolving Credit Products,323,370,54,-100
Q3,CCT,Credit Products,220,257,62,-100
Q3,BRH,Credit Products,1775,1340,190,245
Q2,EML,Other Products,307,191,31,85
Q1,INT,Revolving Credit Products,276,340,55,-119
Q2,BRH,Other Products,546,389,68,90
Q4,MAL,Fee Based Products,283,130,15,138
Q4,ATM,Fee Based Products,968,830,199,-62
Q2,BRH,Fee Based Products,475,622,128,-276
Q1,MAL,Revolving Credit Products,390,377,92,-79
Q1,EML,Credit Products,411,546,58,-192
Q3,BRH,Revolving Credit Products,542,699,142,-299
Q2,EML,Revolving Credit Products,419,192,27,200
Q3,TEL,Deposit Products,710,936,225,-450
Q4,INT,Revolving Credit Products,2462,1821,384,256
Q4,CCT,Deposit Products,1674,987,226,462
Q1,ATM,Credit Products,1157,424,80,653
Q2,CCT,Deposit Products,984,713,128,142
Q2,BRH,Deposit Products,227,112,16,99
Q1,MAL,Revolving Credit Products,336,338,65,-67
Q4,TEL,Credit Products,870,340,50,480
Q4,EML,Revolving Credit Products,287,266,35,-14
Q3,ATM,Third Party Products,643,339,76,229
Q3,INT,Deposit Products,278,353,35,-111
Q4,ATM,Deposit Products,554,575,126,-147
Q2,INT,Other Products,379,372,49,-42
Q3,BRH,Third Party Products,314,167,32,115
Q2,BRH,Third Party Products,346,190,47,108
Q1,ATM,Revolving Credit Products,4824,5931,670,-1777
Q2,ATM,Credit Products,1310,898,160,252
Q1,CCT,Revolving Credit Products,1027,415,61,551
Q3,BRH,Deposit Products,237,107,12,119
Q2,MOP,Deposit Products,264,245,31,-12
Q4,EML,Other Products,409,328,44,37
Q2,TEL,Credit Products,1057,587,87,383
Q4,ATM,Fee Based Products,835,695,79,60
Q2,EML,Revolving Credit Products,306,199,29,78
Q4,CCT,Fee Based Products,240,164,31,45
Q4,EML,Revolving Credit Products,1654,1347,186,120
Q1,ATM,Revolving Credit Products,998,907,175,-85
Q4,TEL,Deposit Products,595,686,127,-217
Q4,ATM,Other Products,1016,670,117,229
Q2,ATM,Third Party Products,536,464,116,-43
Q2,ATM,Third Party Products,619,810,200,-391
Q1,MAL,Revolving Credit Products,368,204,21,143
Q4,TEL,Deposit Products,617,379,57,181
Q3,ATM,Other Products,1088,542,104,443
Q4,EML,Credit Products,444,159,27,259
Q2,TEL,Revolving Credit Products,569,197,32,339
Q2,BRH,Revolving Credit Products,905,521,130,254
Q4,INT,Credit Products,1788,1549,296,-57
Q3,MAL,Fee Based Products,231,90,13,128
Q1,MAL,Credit Products,360,360,69,-70
Q1,CCT,Credit Products,371,272,55,44
Q4,INT,Revolving Credit Products,2204,867,131,1206
Q2,CCT,Other Products,393,394,98,-98
Q2,EML,Revolving Credit Products,1540,1660,172,-292
Q3,TEL,Revolving Credit Products,599,224,28,347
Q4,CCT,Fee Based Products,265,276,48,-59
Q1,INT,Credit Products,1583,2038,496,-950
Q1,EML,Credit Products,330,433,62,-165
Q1,TEL,Revolving Credit Products,923,426,72,426
Q3,INT,Revolving Credit Products,319,251,36,32
Q2,ATM,Third Party Products,540,591,147,-198
Q1,BRH,Other Products,654,790,189,-325
Q1,CCT,Revolving Credit Products,385,478,51,-144
Q2,MAL,Credit Products,902,1022,196,-316
Q4,BRH,Other Products,823,784,174,-136
Q4,TEL,Revolving Credit Products,1229,1622,374,-767
Q3,INT,Credit Products,372,198,48,126
Q2,BRH,Credit Products,602,375,41,187
Q4,TEL,Revolving Credit Products,1147,616,135,396
Q3,CCT,Revolving Credit Products,1563,1066,206,291
Q4,CCT,Credit Products,471,176,32,263
Q3,ATM,Fee Based Products,705,559,106,39
Q4,TEL,Deposit Products,733,640,136,-43
Q3,BRH,Other Products,696,657,85,-45
Q2,MAL,Deposit Products,1214,1559,371,-717
Q3,BRH,Revolving Credit Products,970,1107,248,-384
Q3,INT,Other Products,418,199,46,173
Q2,MAL,Revolving Credit Products,1458,1717,207,-466
Q1,BRH,Other Products,526,261,33,231
Q1,INT,Deposit Products,1396,515,73,807
Q2,EML,Other Products,326,271,45,10
Q2,ATM,Fee Based Products,841,656,120,65
Q3,INT,Revolving Credit Products,1374,486,84,804
Q4,EML,Other Products,506,666,95,-255
Q4,INT,Credit Products,1277,1217,197,-137
Q4,TEL,Credit Products,300,298,46,-44
Q2,BRH,Revolving Credit Products,2411,1960,256,195
Q4,ATM,Credit Products,1507,1345,305,-143
Q3,CCT,Other Products,545,379,47,119
Q3,TEL,Credit Products,857,569,123,165
Q4,EML,Credit Products,1804,2060,361,-617
Q4,DSA,Revolving Credit Products,266,164,26,75
Q4,MAL,Other Products,433,345,37,50
Q1,CCT,Deposit Products,780,414,83,283
Q1,EML,Revolving Credit Products,1142,1078,175,-110
Q3,TEL,Revolving Credit Products,902,828,192,-118
Q1,MAL,Credit Products,1080,1296,168,-384
Q2,ATM,Fee Based Products,763,483,54,226
Q4,BRH,Credit Products,807,855,171,-219
Q4,MAL,Credit Products,1544,555,111,879
Q1,CCT,Credit Products,1381,1570,360,-549
Q1,EML,Credit Products,403,201,45,157
Q2,ATM,Deposit Products,683,568,83,31
Q2,MAL,Revolving Credit Products,380,133,17,230
Q3,CCT,Revolving Credit Products,1031,1102,237,-308
Q2,ATM,Revolving Credit Products,5377,6651,720,-1995
Q4,ATM,Credit Products,1422,1465,282,-325
Q3,ATM,Other Products,686,880,123,-316
Q3,CCT,Other Products,404,508,73,-178
Q1,BRH,Credit Products,2903,2011,300,592
Q3,CCT,Revolving Credit Products,438,298,56,85
Q3,EML,Credit Products,1478,1017,230,231
Q4,INT,Revolving Credit Products,363,358,75,-69
Q2,CCT,Credit Products,291,347,40,-96
Q4,INT,Credit Products,2005,792,88,1125
Q4,TEL,Credit Products,953,1094,157,-298
Q1,ATM,Other Products,1169,900,158,111
Q3,INT,Credit Products,871,374,56,441
Q2,BRH,Revolving Credit Products,561,207,47,307
Q2,EML,Credit Products,1006,965,173,-132
Q2,MAL,Revolving Credit Products,1263,1045,155,63
Q1,ATM,Deposit Products,595,611,81,-98
Q4,ATM,Fee Based Products,903,1035,163,-295
Q1,INT,Credit Products,1074,1405,288,-619
Q2,INT,Credit Products,477,214,32,231
Q3,INT,Revolving Credit Products,349,130,17,203
Q2,ATM,Deposit Products,516,544,96,-123
Q3,CCT,Credit Products,1880,746,158,977
Q1,BRH,Other Products,650,330,72,248
Q3,MAL,Revolving Credit Products,1581,868,115,597
Q3,ATM,Revolving Credit Products,6198,4283,1051,864
Q2,CCT,Credit Products,1438,993,140,304
Q2,ATM,Revolving Credit Products,4307,2579,571,1157
Q2,CCT,Deposit Products,1515,714,133,668
Q4,BRH,Fee Based Products,481,168,42,271
Q4,MAL,Credit Products,2168,822,203,1142
Q2,TEL,Credit Products,638,451,61,126
Q3,MAL,Deposit Products,1403,783,193,427
Q1,INT,Credit Products,1028,1296,162,-430
Q3,BRH,Credit Products,641,851,201,-411
Q3,MAL,Revolving Credit Products,369,211,34,124
Q3,BRH,Deposit Products,2768,1356,169,1243
Q3,ATM,Credit Products,1356,889,164,302
Q3,BRH,Third Party Products,460,432,105,-77
Q4,ATM,Other Products,967,660,131,176
Q2,ATM,Revolving Credit Products,4543,4799,816,-1071
Q4,MAL,Credit Products,429,391,62,-23
Q4,ATM,Deposit Products,703,430,91,182
Q3,MAL,Revolving Credit Products,1793,2058,361,-626
Q1,ATM,Fee Based Products,774,1000,180,-406
Q4,ATM,Deposit Products,633,400,52,182
Q2,ATM,Other Products,1177,1175,122,-121
Q1,ATM,Third Party Products,563,650,67,-155
Q4,INT,Other Products,420,285,46,89
Q2,EML,Deposit Products,1251,1114,230,-93
Q2,TEL,Credit Products,664,595,143,-74
Q1,ATM,Other Products,1118,1345,146,-374
Q3,CCT,Credit Products,1605,1919,387,-700
Q1,EML,Credit Products,1683,919,124,640
Q2,ATM,Third Party Products,460,469,50,-60
Q2,BRH,Revolving Credit Products,3276,2929,480,-133
Q1,MAL,Revolving Credit Products,1499,957,180,361
Q1,ATM,Credit Products,1167,530,77,560
Q4,BRH,Deposit Products,3284,2543,621,120
Q4,TEL,Credit Products,792,618,113,61
Q3,EML,Deposit Products,1313,707,94,512
Q3,TEL,Credit Products,769,902,142,-274
Q2,ATM,Deposit Products,4094,4957,1089,-1952
Q2,ATM,Revolving Credit Products,3549,3899,851,-1202
Q2,ATM,Credit Products,1211,1387,187,-364
Q2,BRH,Revolving Credit Products,526,683,157,-313
Q4,ATM,Deposit Products,5751,5588,799,-635
Q3,MAL,Credit Products,495,457,80,-42
Q3,INT,Revolving Credit Products,1861,1968,474,-581
Q3,BRH,Credit Products,2481,1822,249,411
Q4,BRH,Credit Products,723,932,96,-305
Q1,BRH,Credit Products,558,399,96,63
Q3,TEL,Revolving Credit Products,725,246,47,433
Q3,MAL,Credit Products,1089,423,83,583
Q3,CCT,Credit Products,1030,684,160,186
Q1,CCT,Deposit Products,1583,1316,292,-25
Q1,EML,Credit Products,1646,1271,258,118
Q1,MAL,Deposit Products,1350,1394,276,-319
Q3,ATM,Revolving Credit Products,1016,678,115,223
Q1,BRH,Third Party Products,385,387,48,-51
Q4,MAL,Other Products,525,309,56,161
Q3,CCT,Credit Products,1487,1901,378,-791
Q2,CCT,Revolving Credit Products,1921,1196,290,435
Q1,INT,Deposit Products,1216,1019,249,-52
Q4,CCT,Credit Products,1957,1534,174,249
Q4,ATM,Other Products,1517,907,98,512
Q1,CCT,Deposit Products,1310,1087,209,14
Q1,MAL,Credit Products,771,805,159,-192
Q1,ATM,Deposit Products,676,774,160,-258
Q3,EML,Credit Products,471,602,105,-236
Q4,CCT,Revolving Credit Products,1660,1269,182,209
Q4,ATM,Fee Based Products,968,613,136,219
Q1,CCT,Revolving Credit Products,1852,820,109,923
Q3,EML,Credit Products,1630,1333,134,163
Q1,EML,Credit Products,1516,832,200,484
Q3,ATM,Fee Based Products,694,690,116,-112
Q4,BRH,Deposit Products,3140,1419,246,1475
Q3,BRH,Other Products,661,709,160,-208
Q4,MAL,Other Products,530,318,68,144
Q2,ATM,Other Products,1267,1073,130,64
Q2,BRH,Credit Products,460,609,104,-253
Q3,BRH,Fee Based Products,482,611,153,-282
Q1,CCT,Credit Products,1473,1836,208,-570
Q2,ATM,Third Party Products,676,359,88,229
Q3,TEL,Credit Products,937,798,80,60
Q3,ATM,Fee Based Products,762,262,64,436
Q2,MAL,Deposit Products,1158,606,78,474
Q2,MAL,Credit Products,1590,840,135,616
Q2,CCT,Revolving Credit Products,1376,1404,222,-251
Q1,ATM,Other Products,1008,886,194,-73
Q4,ATM,Fee Based Products,805,807,130,-131
Q3,ATM,Credit Products,5921,7442,1493,-3015
Q4,INT,Revolving Credit Products,1435,619,105,711
Q2,CCT,Credit Products,1016,941,231,-156
Q2,BRH,Other Products,785,925,215,-355
Q3,CCT,Revolving Credit Products,1594,1029,239,326
Q3,BRH,Deposit Products,2097,2785,609,-1297
Q1,ATM,Other Products,1370,581,126,663
Q1,ATM,Revolving Credit Products,1091,1411,345,-665
Q3,ATM,Revolving Credit Products,1144,1483,184,-524
Q1,CCT,Revolving Credit Products,810,886,110,-186
Q1,MAL,Credit Products,1280,1129,188,-37
Q3,EML,Credit Products,2081,2264,490,-673
Q1,EML,Deposit Products,1277,1477,269,-468
Q1,ATM,Revolving Credit Products,1253,492,63,698
Q3,MAL,Revolving Credit Products,1852,1853,394,-395
Q1,EML,Deposit Products,1340,539,97,704
Q2,BRH,Credit Products,2991,1100,183,1708
Q2,ATM,Credit Products,4147,2900,353,894
Q1,BRH,Credit Products,685,668,71,-53
Q2,INT,Revolving Credit Products,2122,1222,210,690
Q1,ATM,Credit Products,1206,1019,223,-36
Q2,BRH,Deposit Products,2471,3157,428,-1114
Q3,CCT,Credit Products,1475,1167,138,170
Q2,CCT,Deposit Products,1639,1444,198,-3
Q4,TEL,Credit Products,979,724,76,178
Q3,BRH,Other Products,645,264,40,341
Q1,MAL,Revolving Credit Products,668,667,101,-100
Q2,INT,Revolving Credit Products,1552,1068,245,239
Q1,CCT,Deposit Products,1425,535,83,807
Q1,CCT,Revolving Credit Products,609,723,142,-256
Q3,CCT,Deposit Products,1080,1238,301,-458
Q2,EML,Credit Products,1496,1035,142,319
Q4,EML,Credit Products,1703,783,139,781
Q4,MAL,Revolving Credit Products,1983,1814,448,-279
Q1,CCT,Credit Products,965,588,99,279
Q2,EML,Revolving Credit Products,1295,1536,376,-617
Q1,TEL,Deposit Products,493,529,120,-157
Q2,INT,Revolving Credit Products,1380,824,155,401
Q4,EML,Deposit Products,1212,444,50,718
Q2,INT,Revolving Credit Products,1889,1259,297,333
Q3,CCT,Deposit Products,1422,530,104,788
Q1,TEL,Revolving Credit Products,793,597,134,61
Q1,ATM,Other Products,1170,1453,231,-513
Q1,BRH,Revolving Credit Products,757,918,185,-346
Q1,INT,Deposit Products,1148,1127,263,-242
Q1,INT,Revolving Credit Products,1800,1442,150,208
Q3,ATM,Revolving Credit Products,1202,842,128,233
Q1,BRH,Credit Products,2813,997,201,1614
Q3,ATM,Revolving Credit Products,1310,1291,243,-223
Q1,ATM,Credit Products,1126,1299,324,-498
Q4,ATM,Other Products,1500,546,94,860
Q3,MAL,Credit Products,1455,536,118,802
Q2,INT,Credit Products,1439,1759,201,-521
Q4,INT,Revolving Credit Products,2225,2107,361,-243
Q2,BRH,Deposit Products,2718,3367,418,-1068
Q4,TEL,Credit Products,1121,539,99,483
Q2,EML,Deposit Products,823,384,73,366
Q4,BRH,Credit Products,3844,3754,378,-288
Q3,BRH,Revolving Credit Products,3220,1357,285,1578
Q4,CCT,Deposit Products,1929,769,157,1003
Q3,BRH,Credit Products,3175,1334,326,1514
Q3,ATM,Deposit Products,556,408,55,93
Q3,ATM,Credit Products,1384,734,100,549
Q4,BRH,Credit Products,3949,4646,539,-1236
Q1,BRH,Deposit Products,2806,1028,192,1586
Q3,ATM,Other Products,1159,643,79,436
Q4,MAL,Revolving Credit Products,1838,2426,251,-839
Q2,CCT,Revolving Credit Products,969,665,144,161
Q2,ATM,Revolving Credit Products,1190,1062,183,-56
Q3,ATM,Credit Products,935,847,120,-32
Q4,CCT,Credit Products,1311,1329,185,-203
Q3,BRH,Other Products,648,656,161,-169
Q1,MAL,Revolving Credit Products,1313,1034,119,160
Q3,CCT,Revolving Credit Products,1770,612,97,1061
Q1,BRH,Other Products,676,650,102,-77
Q4,MAL,Credit Products,1901,2022,330,-451
Q1,MAL,Deposit Products,1576,1615,273,-312
Q1,INT,Revolving Credit Products,1631,1351,251,28
Q2,INT,Credit Products,1183,1064,169,-50
Q2,ATM,Other Products,1252,775,167,309
Q1,INT,Credit Products,1560,1803,257,-499
Q3,CCT,Deposit Products,1521,1800,315,-594
Q1,ATM,Other Products,824,454,99,271
Q4,INT,Deposit Products,1577,2017,337,-777
Q2,BRH,Revolving Credit Products,786,524,77,185
Q3,ATM,Other Products,1526,1694,398,-567
Q4,ATM,Credit Products,7540,3374,728,3438
Q4,BRH,Other Products,772,766,124,-117
Q4,MAL,Revolving Credit Products,2129,1376,170,583
Q4,TEL,Deposit Products,682,312,45,325
Q2,INT,Revolving Credit Products,1541,1677,225,-361
Q4,EML,Revolving Credit Products,1529,1903,316,-689
Q3,ATM,Credit Products,1393,1783,311,-702
Q3,EML,Deposit Products,1427,645,104,678
Q2,MAL,Deposit Products,1636,874,187,575
Q3,EML,Revolving Credit Products,811,904,208,-301
Q4,MAL,Credit Products,1625,597,107,921
Q2,BRH,Revolving Credit Products,1804,903,103,798
Q4,INT,Credit Products,1924,2007,275,-358
Q2,CCT,Credit Products,1595,582,133,881
Q2,EML,Revolving Credit Products,1299,1644,405,-750
Q2,ATM,Revolving Credit Products,1033,1096,218,-281
Q3,EML,Credit Products,1754,1399,147,208
Q3,MAL,Deposit Products,1557,1050,242,266
Q4,EML,Credit Products,1945,1061,196,688
Q1,ATM,Deposit Products,4582,3001,443,1138
Q1,ATM,Other Products,1107,1159,209,-261
Q1,EML,Revolving Credit Products,1319,1722,254,-657
Q3,EML,Credit Products,1053,412,81,560
Q1,BRH,Deposit Products,2519,1733,297,489
Q2,MAL,Deposit Products,1414,748,166,501
Q2,MAL,Deposit Products,1307,987,185,135
Q3,CCT,Revolving Credit Products,1641,2131,406,-896
Q1,INT,Deposit Products,1184,1004,133,46
Q2,INT,Deposit Products,1545,1621,295,-372
Q4,EML,Deposit Products,1763,759,107,897
Q1,TEL,Credit Products,1017,1165,169,-317
Q3,INT,Deposit Products,1428,1884,331,-786
Q2,MAL,Credit Products,1505,901,137,467
Q3,ATM,Revolving Credit Products,5450,7244,1503,-3297
Q3,CCT,Deposit Products,1478,845,193,440
Q2,CCT,Credit Products,1431,1223,156,52
Q1,MAL,Deposit Products,1219,703,166,351
Q1,EML,Credit Products,1481,698,157,626
Q2,MAL,Credit Products,1407,1309,269,-171
Q3,CCT,Credit Products,1581,1526,259,-204
Q2,INT,Revolving Credit Products,2011,2306,347,-642
Q3,INT,Deposit Products,1211,808,128,275
Q1,INT,Credit Products,1496,735,95,667
Q3,EML,Deposit Products,1455,619,70,766
Q3,ATM,Other Products,1570,583,126,860
Q1,BRH,Deposit Products,2691,2645,340,-293
